individual,location,fitness
1378,1,1.006937
1379,1,1.006937
1380,1,1.006937
1381,1,0.977002
1382,1,1.006937
1383,1,1.006937
1384,1,1.006937
1385,1,1.006937
1386,1,0.977002
1387,1,1.006937
1388,3,1.011924
1389,1,1.011924
1390,1,1.006937
1391,1,1.006937
1392,1,0.977002
1393,1,1.006937
1394,1,1.006937
1395,1,1.006937
1396,1,1.006937
1397,1,1.006937
1398,2,1.006937
1399,1,1.006937
1400,1,0.977002
1401,2,1.006937
1402,1,1.011924
1403,1,0.977002
1404,1,1.006937
1405,1,1.006937
1406,1,1.011924
1407,0,1.006937
1408,1,0.977002
1409,1,1.006937
1410,1,1.006937
1411,2,1.006937
1412,1,0.977002
1413,0,1.006937
1414,1,1.011924
1415,1,0.977002
1416,0,0.981841
1417,1,1.006937
1418,1,1.006937
1419,1,0.977002
1420,1,1.006937
1421,1,1.011924
1422,1,0.977002
1423,1,1.006937
1424,1,1.011924
1425,0,1.006937
1426,1,1.006937
1427,1,0.977002
1428,0,1.006937
1429,1,1.006937
1430,1,0.977002
1431,1,1.006937
1432,1,1.006937
1433,1,1.006937
1434,1,1.006937
1435,2,1.006937
1436,1,1.006937
1437,1,0.977002
1438,0,0.977002
1439,1,1.006937
1440,1,1.006937
1441,1,1.011924
1442,3,1.006937
1443,0,0.977002
1444,1,1.006937
1445,1,1.006937
1446,1,0.951758
1447,2,1.006937
1448,2,0.977002
1449,0,1.006937
1450,1,0.977002
1451,1,1.006937
1452,1,1.003570
1453,1,1.006937
1454,1,1.006937
1455,1,1.006937
1456,1,1.011924
1457,1,1.006937
1458,1,1.006937
1459,1,1.006937
1460,1,1.006937
1461,1,0.977002
1462,0,1.006937
1463,2,1.006937
1464,1,1.006937
1465,1,0.977002
1466,1,1.006937
1467,1,1.006937
1468,3,1.006937
1469,1,0.977002
1470,1,1.006937
1471,1,1.006937
1472,1,1.006937
1473,1,1.006937
1474,1,1.006937
1475,1,1.006937
1476,1,1.006937
1477,1,1.011924
1478,0,1.006937
1479,0,0.981841
1480,3,1.006937
1481,1,1.011924
1482,1,1.006937
1483,1,1.011924
1484,1,1.006937
1485,1,1.011924
1486,1,1.006937
1487,1,1.011924
1488,0,0.977002
1489,1,1.006937
1490,1,1.006937
1491,2,1.006937
1492,2,1.006937
1493,1,1.006937
1494,1,1.006937
1495,3,1.006937
1496,1,0.977002
1497,1,1.006937
1498,0,1.006937
1499,2,0.977002
1500,0,1.006937
1501,1,1.006937
1502,0,1.006937
1503,1,1.006937
1504,1,1.006937
1505,1,1.006937
1506,0,0.981841
1507,1,1.006937
1508,1,1.006937
1509,1,1.006937
1510,3,1.006937
1511,3,1.006937
1512,1,0.977002
1513,1,1.006937
1514,1,1.011924
1515,0,1.006937
1516,1,1.006937
1517,1,1.006937
1518,0,1.006937
1519,1,1.006937
1520,1,1.006937
1521,1,1.006937
1522,1,1.006937
1523,0,1.006937
1524,1,1.006937
1525,1,1.006937
1526,1,0.977002
1527,1,1.006937
1528,0,1.006937
1529,1,1.006937
1530,2,1.006937
1531,2,1.006937
1532,0,1.006937
1533,0,1.006937
1534,1,1.006937
1535,1,1.011924
1536,1,1.011924
1537,1,1.006937
1538,1,1.006937
1539,1,1.006937
1540,1,1.011924
1541,1,0.947067
1542,1,1.011924
1543,1,1.006937
1544,1,0.977002
1545,1,1.006937
1546,1,1.006937
1547,1,1.006937
1548,2,1.006937
1549,1,1.006937
1550,1,1.011924
1551,1,0.947067
1552,1,1.006937
1553,1,1.006937
1554,0,0.977002
1555,3,1.006937
1556,1,1.006937
1557,1,1.006937
1558,1,1.006937
1559,1,1.006937
1560,1,1.006937
1561,1,1.006937
1562,1,1.006937
1563,1,1.006937
1564,0,1.006937
1565,1,1.006937
1566,1,1.006937
1567,3,1.011924
1568,1,1.006937
1569,1,1.006937
1570,1,1.006937
1571,1,1.006937
1572,1,1.006937
1573,1,1.006937
1574,3,1.006937
1575,1,0.977002
1576,1,1.006937
1577,3,1.006937
1578,1,1.006937
1579,1,1.006937
1580,2,0.977002
1581,1,1.006937
1582,1,1.016911
1583,1,1.006937
1584,3,1.006937
1585,1,1.011924
1586,1,1.006937
1587,2,1.006937
1588,1,0.977002
1589,2,1.006937
1590,1,1.006937
1591,1,1.011924
1592,1,1.006937
1593,1,1.006937
1594,1,0.977002
1595,1,0.977002
1596,1,1.006937
1597,2,0.981841
1598,1,1.006937
1599,1,1.006937
1600,2,1.006937
1601,1,0.977002
1602,0,1.006937
1603,1,0.981841
1604,1,1.006937
1605,1,1.006937
1606,1,1.006937
1607,2,1.006937
1608,3,1.006937
1609,1,1.006937
1610,2,1.006937
1611,1,1.006937
1612,1,1.006937
1613,1,1.006937
1614,1,1.006937
1615,2,1.006937
1616,2,1.006937
1617,1,1.006937
1618,1,1.006937
1619,1,1.006937
1620,1,1.006937
1621,1,1.006937
1622,0,0.977002
1623,1,1.006937
1624,1,1.006937
1625,1,1.011924
1626,3,1.006937
1627,1,1.006937
1628,1,1.006937
1629,0,0.977002
1630,1,1.006937
1631,1,1.006937
1632,2,1.006937
1633,2,1.006937
1634,1,1.006937
1635,0,1.006937
1636,2,0.977002
1637,3,1.006937
1638,1,1.006937
1639,0,1.011924
1640,1,0.977002
1641,1,0.973736
1642,1,1.006937
1643,2,1.006937
1644,2,1.006937
1645,3,1.006937
1646,1,1.006937
1647,1,1.006937
1648,1,1.006937
1649,1,1.011924
1650,1,1.006937
1651,1,0.981841
1652,1,0.977002
1653,1,1.006937
1654,1,0.977002
1655,0,1.006937
1656,1,1.006937
1657,1,1.006937
1658,0,1.006937
1659,2,1.006937
1660,1,1.006937
1661,3,1.006937
1662,1,1.006937
1663,1,1.011924
1664,1,1.011924
1665,3,1.006937
1666,3,1.006937
1667,1,1.011924
1668,1,0.977002
1669,1,1.006937
1670,1,1.006937
1671,2,1.006937
1672,1,1.006937
1673,1,0.977002
1674,1,1.006937
1675,1,1.006937
1676,1,1.006937
1677,1,1.006937
1678,1,1.006937
1679,1,1.006937
1680,0,1.006937
1681,2,1.006937
1682,1,1.006937
1683,1,0.981841
1684,1,0.977002
1685,1,1.003570
1686,0,1.006937
1687,2,1.006937
1688,1,1.011924
1689,1,1.006937
1690,1,1.006937
1691,1,1.006937
1692,1,1.006937
1693,1,1.006937
1694,1,1.006937
1695,0,1.006937
1696,1,1.011924
1697,1,1.006937
1698,1,1.006937
1699,1,1.006937
1700,0,1.011924
1701,1,1.006937
1702,1,1.006937
1703,0,1.006937
1704,1,1.006937
1705,1,1.006937
1706,1,1.006937
1707,1,1.006937
1708,3,1.006937
1709,2,1.006937
1710,3,1.006937
1711,1,1.006937
1712,1,1.006937
1713,1,1.000000
1714,1,1.006937
1715,1,1.011924
1716,2,1.006937
1717,1,1.006937
1718,1,1.006937
1719,1,1.006937
1720,1,1.001593
1721,1,1.006937
1722,1,1.006937
1723,1,1.011924
1724,1,0.977002
1725,1,1.006937
1726,1,1.011924
1727,0,1.006937
1728,1,1.011924
1729,1,1.006937
1730,1,1.006937
1731,1,0.977002
1732,1,1.006937
1733,0,1.011924
1734,1,1.006937
1735,1,1.006937
1736,1,1.006937
1737,1,1.006937
1738,1,1.006937
1739,0,1.006937
1740,1,1.006937
1741,1,1.006937
1742,1,0.977002
1743,1,0.977002
1744,1,0.977002
1745,1,1.006937
1746,2,0.977002
1747,1,1.003570
1748,1,1.011924
1749,1,1.006937
1750,0,1.006937
1751,1,1.006937
1752,0,1.006937
1753,3,1.006937
1754,1,1.006937
1755,0,1.006937
1756,2,1.000000
1757,1,1.003570
1758,1,1.006937
1759,1,1.006937
1760,0,1.006937
1761,2,1.006937
1762,1,1.006937
1763,2,1.006937
1764,1,1.003570
1765,1,1.006937
1766,1,1.006937
1767,1,1.006937
1768,3,0.977002
1769,2,1.006937
1770,1,1.006937
1771,1,1.006937
1772,1,1.006937
1773,1,1.006937
1774,1,1.006937
1775,1,1.006937
1776,2,1.006937
1777,1,1.006937
1778,1,1.006937
1779,1,0.981841
1780,1,1.006937
1781,1,1.006937
1782,1,1.006937
1783,2,1.006937
1784,1,0.977002
1785,1,1.006937
1786,1,1.006937
1787,1,1.006937
1788,1,0.977002
1789,1,1.006937
1790,2,1.006937
1791,1,1.006937
1792,1,1.006937
1793,0,1.006937
1794,1,1.006937
1795,1,1.006937
1796,1,1.011924
1797,1,0.977002
1798,1,1.006937
1799,3,0.977002
1800,3,1.006937
1801,1,1.006937
1802,1,0.977002
1803,1,1.006937
1804,1,1.006937
1805,2,0.977002
1806,1,1.006937
1807,0,1.006937
1808,2,1.006937
1809,1,1.006937
1810,1,1.006937
1811,0,1.006937
1812,1,0.977002
1813,2,1.006937
1814,1,1.006937
1815,2,1.003570
1816,1,0.977002
1817,1,1.011924
1818,1,1.011924
1819,1,0.977002
1820,1,0.977002
1821,1,1.006937
1822,1,1.006937
1823,1,1.006937
1824,0,1.006937
1825,1,1.006937
1826,1,1.006937
1827,0,1.006937
1828,3,1.006937
1829,1,1.011924
1830,1,1.011924
1831,2,1.006937
1832,0,1.006937
1833,2,1.006937
1834,1,1.011924
1835,0,1.006937
1836,1,1.006937
1837,0,1.006937
1838,1,1.006937
1839,1,1.006937
1840,3,1.003570
1841,0,1.006937
1842,1,1.006937
1843,1,0.977002
1844,1,1.006937
1845,1,0.977002
1846,1,1.006937
1847,1,1.011924
1848,1,1.006937
1849,1,1.006937
1850,1,1.006937
1851,1,1.006937
1852,0,1.006937
1853,1,0.977002
1854,1,0.977002
1855,1,1.006937
1856,1,0.981841
1857,1,1.006937
1858,1,1.011924
1859,1,1.006937
1860,1,0.977002
1861,1,1.006937
1862,2,1.006937
1863,1,1.006937
1864,2,1.006937
1865,1,1.006937
1866,1,0.977002
1867,1,1.006937
1868,1,0.981841
1869,1,1.006937
1870,1,1.006937
1871,1,1.011924
1872,3,1.006937
1873,1,1.006937
1874,1,1.006937
1875,2,0.981841
1876,1,1.006937
1877,1,1.006937
1878,1,1.006937
1879,1,1.003570
1880,1,1.006937
1881,1,1.006937
1882,1,1.006937
1883,2,1.006937
1884,3,1.006937
1885,0,1.006937
1886,1,1.006937
1887,1,0.977002
1888,1,1.011924
1889,1,1.006937
1890,1,1.006937
1891,1,1.006937
1892,0,1.003570
1893,1,1.006937
1894,1,0.981841
1895,1,1.006937
1896,0,1.006937
1897,1,1.006937
1898,1,1.006937
1899,1,1.006937
1900,2,1.006937
1901,1,1.006937
1902,2,1.011924
1903,1,1.006937
1904,3,1.006937
1905,1,0.977002
1906,1,1.006937
1907,3,1.006937
1908,0,0.977002
1909,1,1.006937
1910,1,1.006937
1911,1,1.006937
1912,1,1.011924
1913,0,1.006937
1914,1,1.006937
1915,1,1.006937
1916,1,1.006937
1917,1,1.006937
1918,1,1.006937
1919,1,1.006937
1920,1,1.006937
1921,1,1.006937
1922,1,1.006937
1923,0,1.006937
1924,1,1.006937
1925,1,1.006937
1926,0,1.006937
1927,1,0.977002
1928,1,1.006937
1929,3,1.006937
1930,1,1.006937
1931,1,1.006937
1932,1,1.006937
1933,1,0.977002
1934,1,1.006937
1935,1,1.006937
1936,0,1.003570
1937,1,1.006937
1938,0,1.006937
1939,2,0.977002
1940,2,0.977002
1941,2,1.006937
1942,1,1.006937
1943,1,1.006937
1944,1,1.006937
1945,1,0.977002
1946,0,1.006937
1947,0,0.981841
1948,1,1.006937
1949,2,0.947067
1950,2,1.006937
1951,2,1.006937
1952,1,1.006937
1953,0,1.006937
1954,1,1.006937
1955,1,1.006937
1956,0,1.006937
1957,1,1.006937
1958,0,1.006937
1959,2,1.006937
1960,1,1.006937
1961,1,1.006937
1962,1,1.006937
1963,1,1.006937
1964,0,1.006937
1965,1,0.977002
1966,2,1.006937
1967,1,1.006937
1968,1,1.006937
1969,0,1.006937
1970,1,0.977002
1971,1,1.006937
1972,1,1.006937
1973,1,1.006937
1974,3,1.006937
1975,0,0.977002
1976,1,1.006937
1977,1,1.006937
1978,1,1.006937
1979,1,1.006937
1980,1,0.977002
1981,3,1.006937
1982,1,1.006937
1983,1,1.006937
1984,1,1.006937
1985,2,1.006937
1986,1,1.006937
1987,1,1.006937
1988,1,1.006937
1989,1,1.011924
1990,0,1.006937
1991,1,1.006937
1992,0,1.006937
1993,1,1.006937
1994,3,1.006937
1995,1,1.006937
1996,3,1.006937
1997,1,0.977002
1998,1,1.011924
1999,1,1.006937
2000,0,1.006937
2001,3,0.978559
2002,2,1.006937
2003,2,1.006937
2004,2,1.006937
2005,2,1.006937
2006,2,1.006937
2007,2,0.977002
2008,2,1.006937
2009,2,1.011924
2010,2,1.006937
2011,1,1.006937
2012,2,1.006937
2013,2,1.006937
2014,2,1.006937
2015,2,1.006937
2016,2,1.006937
2017,2,1.006937
2018,2,1.006937
2019,2,1.006937
2020,2,1.006937
2021,1,1.006937
2022,2,0.977002
2023,2,1.011924
2024,2,1.006937
2025,2,1.006937
2026,2,1.006937
2027,2,1.006937
2028,0,1.011924
2029,2,1.006937
2030,2,1.006937
2031,2,1.006937
2032,2,1.006937
2033,2,1.011924
2034,2,1.006937
2035,2,1.006937
2036,1,0.977002
2037,2,0.977002
2038,2,1.006937
2039,2,1.006937
2040,2,1.006937
2041,1,1.006937
2042,2,1.006937
2043,2,1.006937
2044,2,1.011924
2045,2,1.006937
2046,2,1.006937
2047,2,1.006937
2048,1,1.006937
2049,2,1.006937
2050,2,1.006937
2051,2,1.006937
2052,2,1.006937
2053,2,0.977002
2054,2,1.006937
2055,2,1.006937
2056,2,1.006937
2057,2,1.006937
2058,2,1.006937
2059,2,1.006937
2060,2,1.006937
2061,2,1.006937
2062,0,1.006937
2063,2,1.006937
2064,2,1.006937
2065,2,0.977002
2066,2,1.006937
2067,2,1.006937
2068,2,0.977002
2069,2,1.006937
2070,3,1.006937
2071,2,0.977002
2072,2,1.006937
2073,2,1.006937
2074,2,0.977002
2075,2,1.006937
2076,2,1.006937
2077,2,0.977002
2078,2,0.977002
2079,2,1.006937
2080,2,1.006937
2081,2,1.003570
2082,2,0.977002
2083,2,1.006937
2084,2,1.006937
2085,2,1.006937
2086,2,1.006937
2087,2,1.006937
2088,2,1.006937
2089,2,1.006937
2090,2,1.006937
2091,2,1.011924
2092,2,1.006937
2093,0,1.006937
2094,2,1.011924
2095,2,1.006937
2096,2,1.006937
2097,2,1.006937
2098,2,1.006937
2099,2,1.006937
2100,1,1.006937
2101,1,1.006937
2102,2,1.006937
2103,2,1.006937
2104,2,1.011924
2105,3,1.006937
2106,2,1.006937
2107,2,1.006937
2108,2,1.006937
2109,3,1.006937
2110,1,1.006937
2111,2,1.006937
2112,2,1.006937
2113,2,1.006937
2114,2,1.011924
2115,2,1.006937
2116,2,1.006937
2117,2,1.006937
2118,2,1.006937
2119,2,1.006937
2120,2,0.977002
2121,2,1.006937
2122,2,1.006937
2123,2,0.977002
2124,2,1.006937
2125,2,1.011924
2126,2,1.006937
2127,2,1.006937
2128,2,1.006937
2129,1,1.006937
2130,2,1.006937
2131,2,1.006937
2132,2,0.977002
2133,2,1.006937
2134,2,1.006937
2135,2,1.006937
2136,2,1.006937
2137,2,1.011924
2138,0,1.003570
2139,2,1.006937
2140,1,1.006937
2141,2,0.977002
2142,2,1.011924
2143,2,1.006937
2144,3,1.006937
2145,0,1.011924
2146,2,1.006937
2147,2,1.006937
2148,3,1.006937
2149,1,1.006937
2150,2,1.006937
2151,2,1.006937
2152,2,0.981841
2153,2,1.006937
2154,1,1.006937
2155,2,0.977002
2156,0,1.006937
2157,3,1.006937
2158,2,1.006937
2159,2,0.977002
2160,2,1.006937
2161,2,0.977002
2162,0,1.006937
2163,2,0.977002
2164,2,1.006937
2165,2,1.006937
2166,2,0.981841
2167,2,1.011924
2168,2,1.011924
2169,2,1.006937
2170,2,1.006937
2171,2,1.006937
2172,2,1.003570
2173,1,1.006937
2174,2,0.977002
2175,0,1.006937
2176,2,1.006937
2177,0,1.006937
2178,2,1.006937
2179,2,1.006937
2180,2,1.003570
2181,0,0.981841
2182,2,1.006937
2183,2,1.011924
2184,3,1.006937
2185,2,1.006937
2186,2,1.006937
2187,2,0.977002
2188,2,1.006937
2189,2,1.006937
2190,2,1.006937
2191,3,1.006937
2192,2,1.006937
2193,2,1.011924
2194,1,1.006937
2195,2,1.006937
2196,1,1.006937
2197,2,1.006937
2198,2,1.006937
2199,2,1.006937
2200,3,1.006937
2201,3,1.006937
2202,2,1.006937
2203,2,1.006937
2204,2,1.006937
2205,2,1.006937
2206,2,1.011924
2207,2,1.006937
2208,2,1.006937
2209,2,1.006937
2210,1,1.006937
2211,1,0.981841
2212,2,1.006937
2213,2,1.006937
2214,2,1.006937
2215,2,1.006937
2216,2,1.006937
2217,2,0.977002
2218,2,1.011924
2219,2,1.011924
2220,2,1.006937
2221,2,1.006937
2222,1,0.977002
2223,2,1.006937
2224,2,1.006937
2225,2,0.977002
2226,2,1.006937
2227,3,1.006937
2228,2,1.006937
2229,2,1.006937
2230,2,1.006937
2231,2,1.006937
2232,2,0.947067
2233,2,1.006937
2234,2,1.006937
2235,2,1.006937
2236,2,1.006937
2237,3,1.006937
2238,0,1.006937
2239,2,1.006937
2240,3,1.006937
2241,2,1.006937
2242,1,1.006937
2243,1,0.981841
2244,2,1.006937
2245,2,1.006937
2246,2,1.006937
2247,2,1.006937
2248,2,1.011924
2249,2,1.006937
2250,0,1.006937
2251,2,0.977002
2252,2,1.006937
2253,2,0.981841
2254,0,1.006937
2255,2,1.006937
2256,2,0.977002
2257,2,1.006937
2258,2,1.011924
2259,2,1.006937
2260,2,1.006937
2261,2,1.006937
2262,2,1.006937
2263,2,1.006937
2264,2,1.006937
2265,2,1.011924
2266,2,0.977002
2267,2,1.006937
2268,2,1.006937
2269,3,1.006937
2270,2,1.006937
2271,2,1.006937
2272,2,0.973736
2273,2,1.006937
2274,3,1.011924
2275,2,1.011924
2276,2,1.006937
2277,0,0.977002
2278,2,1.006937
2279,1,1.006937
2280,2,1.006937
2281,3,1.011924
2282,1,1.006937
2283,2,1.006937
2284,2,1.006937
2285,0,1.011924
2286,2,1.006937
2287,2,1.000000
2288,2,1.006937
2289,2,1.011924
2290,2,0.977002
2291,2,1.006937
2292,3,1.006937
2293,2,1.006937
2294,2,1.006937
2295,2,1.006937
2296,2,1.006937
2297,2,1.006937
2298,2,1.011924
2299,3,1.006937
2300,2,1.011924
2301,2,1.011924
2302,2,1.006937
2303,2,1.006937
2304,2,1.011924
2305,2,1.006937
2306,2,1.006937
2307,2,1.003570
2308,2,1.006937
2309,2,1.006937
2310,2,1.011924
2311,2,0.977002
2312,2,1.006937
2313,2,1.006937
2314,2,1.006937
2315,2,1.006937
2316,1,1.006937
2317,2,1.006937
2318,2,1.006937
2319,2,1.006937
2320,2,1.006937
2321,2,1.011924
2322,2,1.006937
2323,2,1.006937
2324,1,1.006937
2325,2,1.006937
2326,2,1.011924
2327,2,0.977002
2328,2,1.006937
2329,1,0.977002
2330,2,1.006937
2331,2,1.006937
2332,2,0.977002
2333,2,0.977002
2334,2,1.006937
2335,2,1.006937
2336,2,1.006937
2337,2,1.006937
2338,0,1.006937
2339,2,1.006937
2340,2,1.006937
2341,2,0.977002
2342,3,0.977002
2343,2,1.006937
2344,2,1.003570
2345,2,1.006937
2346,2,0.977002
2347,2,0.977002
2348,1,1.011924
2349,2,1.006937
2350,2,1.006937
2351,0,1.006937
2352,2,1.006937
2353,3,1.006937
2354,2,1.006937
2355,2,1.006937
2356,2,1.006937
2357,3,1.006937
2358,2,1.006937
2359,2,1.006937
2360,0,0.977002
2361,2,1.006937
2362,2,1.006937
2363,2,1.006937
2364,2,1.006937
2365,3,1.006937
2366,2,1.006937
2367,2,1.011924
2368,2,1.006937
2369,2,1.006937
2370,2,1.006937
2371,2,1.006937
2372,2,1.006937
2373,2,1.006937
2374,2,1.006937
2375,2,1.006937
2376,2,1.006937
2377,2,1.006937
2378,2,1.006937
2379,2,1.006937
2380,2,1.006937
2381,2,1.006937
2382,2,1.006937
2383,2,0.977002
2384,2,1.006937
2385,2,1.006937
2386,2,1.006937
2387,2,1.006937
2388,2,1.006937
2389,1,1.006937
2390,1,1.006937
2391,2,1.003570
2392,2,1.006937
2393,2,0.977002
2394,2,1.006937
2395,2,1.006937
2396,2,1.006937
2397,2,1.011924
2398,2,1.006937
2399,2,1.006937
2400,2,1.006937
2401,2,1.003570
2402,2,1.006937
2403,2,1.006937
2404,2,1.006937
2405,1,1.006937
2406,2,1.006937
2407,2,1.006937
2408,2,0.981841
2409,3,1.006937
2410,2,1.006937
2411,2,1.006937
2412,2,1.008541
2413,2,1.006937
2414,2,1.006937
2415,2,1.011924
2416,1,1.003570
2417,1,1.006937
2418,2,1.006937
2419,3,0.977002
2420,1,1.006937
2421,2,1.006937
2422,2,0.977002
2423,2,0.977002
2424,2,1.006937
2425,2,1.003570
2426,2,1.006937
2427,2,1.006937
2428,2,1.006937
2429,2,1.006937
2430,2,1.011924
2431,0,1.006937
2432,1,1.006937
2433,2,1.006937
2434,2,1.006937
2435,2,1.006937
2436,2,1.006937
2437,2,1.006937
2438,2,1.006937
2439,2,1.006937
2440,2,1.006937
2441,2,1.006937
2442,2,1.006937
2443,2,1.006937
2444,2,1.006937
2445,2,1.006937
2446,2,1.006937
2447,2,1.006937
2448,2,1.006937
2449,2,1.006937
2450,2,1.006937
2451,2,1.006937
2452,1,1.006937
2453,2,1.006937
2454,2,1.006937
2455,2,1.006937
2456,2,1.006937
2457,2,1.006937
2458,2,1.006937
2459,2,1.006937
2460,2,1.006937
2461,1,1.006937
2462,2,1.000000
2463,2,1.006937
2464,2,1.011924
2465,2,1.011924
2466,2,1.006937
2467,2,1.006937
2468,0,1.003570
2469,2,1.006937
2470,2,1.006937
2471,2,1.011924
2472,2,1.006937
2473,2,1.006937
2474,2,1.006937
2475,3,1.006937
2476,2,1.006937
2477,2,1.006937
2478,2,1.006937
2479,2,1.006937
2480,2,1.003570
2481,2,1.006937
2482,1,0.977002
2483,2,1.006937
2484,0,1.006937
2485,2,0.977002
2486,1,1.006937
2487,2,1.006937
2488,1,1.006937
2489,2,1.006937
2490,2,1.006937
2491,2,1.006937
2492,2,1.006937
2493,2,0.977002
2494,2,0.977002
2495,2,1.011924
2496,3,1.006937
2497,0,1.011924
2498,2,1.006937
2499,2,1.006937
2500,2,1.003570
2501,2,1.006937
2502,2,1.006937
2503,2,1.006937
2504,2,1.006937
2505,1,0.981841
2506,2,1.006937
2507,2,0.977002
2508,2,0.977002
2509,2,1.006937
2510,2,1.011924
2511,2,1.011924
2512,2,1.006937
2513,0,1.006937
2514,2,1.006937
2515,2,1.006937
2516,2,1.006937
2517,2,1.006937
2518,2,1.006937
2519,2,1.006937
2520,2,1.006937
2521,2,1.006937
2522,2,1.006937
2523,2,1.003570
2524,2,0.977002
2525,2,1.006937
2526,2,1.006937
2527,2,1.006937
2528,2,1.006937
2529,1,1.006937
2530,2,1.006937
2531,2,1.006937
2532,2,1.006937
2533,2,1.006937
2534,2,1.006937
2535,2,1.011924
2536,2,1.006937
2537,3,1.006937
2538,2,1.006937
2539,2,1.006937
2540,2,1.006937
2541,2,1.006937
2542,1,0.977002
2543,1,1.006937
2544,2,1.003570
2545,1,1.006937
2546,2,1.006937
2547,2,1.006937
2548,2,1.006937
2549,2,1.006937
2550,2,1.006937
2551,2,1.006937
2552,2,1.006937
2553,2,0.977002
2554,2,1.006937
2555,3,0.977002
2556,2,1.006937
2557,2,1.006937
2558,2,1.006937
2559,2,1.006937
2560,1,1.006937
2561,2,1.006937
2562,1,1.006937
2563,2,1.006937
2564,2,1.006937
2565,2,1.006937
2566,1,1.006937
2567,0,1.006937
2568,2,1.006937
2569,2,1.006937
2570,1,0.977002
2571,2,1.006937
2572,2,0.977002
2573,2,1.006937
2574,2,0.981841
2575,3,1.006937
2576,1,1.006937
2577,2,0.977002
2578,2,1.006937
2579,2,1.006937
2580,2,1.006937
2581,2,0.977002
2582,2,0.977002
2583,2,0.981841
2584,3,1.006937
2585,2,0.977002
2586,2,1.006937
2587,2,1.006937
2588,2,1.006937
2589,3,1.006937
2590,0,1.006937
2591,2,1.006937
2592,2,1.006937
2593,2,1.006937
2594,2,0.977002
2595,1,1.006937
2596,1,1.006937
2597,0,1.006937
2598,2,1.006937
2599,2,1.006937
2600,1,0.981841
2601,2,1.011924
2602,2,0.977002
2603,2,1.006937
2604,2,1.011924
2605,3,1.006937
2606,2,1.006937
2607,2,1.006937
2608,2,1.006937
2609,2,1.006937
2610,2,0.977002
2611,2,1.006937
2612,2,1.006937
2613,2,1.006937
2614,2,1.006937
2615,2,1.006937
2616,2,1.003570
2617,2,1.006937
2618,1,1.006937
2619,2,1.006937
2620,2,0.977002
2621,1,1.006937
2622,2,1.006937
2623,2,1.006937
2624,2,1.006937
2625,3,1.006937
2626,2,0.977002
2627,3,1.006937
2628,2,1.011924
2629,2,1.006937
2630,2,1.006937
2631,2,1.006937
2632,1,1.006937
2633,2,1.006937
2634,2,1.006937
2635,2,1.006937
2636,2,1.006937
2637,1,1.006937
2638,2,1.006937
2639,2,1.006937
2640,2,1.006937
2641,1,0.977002
2642,2,1.011924
2643,2,1.006937
2644,2,1.003570
2645,2,1.006937
2646,2,1.006937
2647,2,0.977002
2648,2,1.006937
2649,2,1.006937
2650,2,1.006937
2651,2,1.006937
2652,2,0.977002
2653,2,1.006937
2654,2,1.006937
2655,2,1.006937
2656,2,1.006937
2657,2,1.006937
2658,2,1.006937
2659,2,1.006937
2660,2,1.003570
2661,2,1.006937
2662,2,1.006937
2663,2,1.006937
2664,2,1.006937
2665,1,1.006937
2666,1,1.006937
2667,2,1.006937
2668,2,1.006937
2669,2,1.006937
2670,2,1.006937
2671,1,1.011924
2672,2,0.981841
2673,2,1.006937
2674,2,1.006937
2675,2,1.006937
2676,2,1.011924
2677,2,1.006937
2678,2,1.006937
2679,2,1.006937
2680,2,1.011924
2681,0,1.006937
2682,2,0.977002
2683,3,1.006937
2684,2,1.006937
2685,2,1.006937
2686,2,1.006937
2687,2,1.006937
2688,2,1.006937
